ID,name,url,latitude,longitude,cameraid,last_width,last_height,rating,inuse
4345,I-85 NB/US 29,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085N0042-55_IMG.jpg,0.0,0.0,7328,320,240,0,0
4346,I-40 & US 70,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=40_US70.JPG,35.6946676020285,-78.5749053955078,7329,320,240,0,0
4347,US 64 - NC 345,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US64_NC345.jpg,35.889694,-75.660806,7330,640,480,0,0
4348,NC 147 & Hillandale Rd/Fulton St.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Fulton_Frwy.JPG,36.0134564452977,-78.9361238479614,7331,320,240,0,0
4349,I-77@NC/SC State Line,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077S0000-05_IMG.jpg,0.0,0.0,7332,320,240,0,0
4350,NC 147 & Erwin Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Erwin_Frwy.JPG,36.0052636766405,-78.9232063293457,7333,320,240,0,0
4351,I-40 WB @ Cleveland Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=I-40_Cleveland_Rd.jpg,35.599815219,-78.563732309,7334,320,240,0,0
4352,NC 210 @ I-40,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=I-40_NC_210.jpg,35.516246007,-78.557088588,7335,640,480,0,0
4353,Clayton Bypass @ Cornwallis Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US_70_Cornwallis_Rd.jpg,35.630350069,-78.535965399,7336,320,240,0,0
4354,Clayton Bypass @ NC 42,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US_70_NC_42.jpg,35.623417668,-78.510440431,7337,320,240,0,0
4355,Clayton Bypass @ Ranch Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US_70_Ranch_Rd.jpg,35.611740668,-78.462747063,7338,320,240,0,0
4356,Clayton Bypass @ US 70,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US_70_US_70_BUS.jpg,35.603378882,-78.414963633,7339,320,240,0,0
4357,US 70 @ White Pine Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=70_BUS_White_Pine.jpg,35.663979549,-78.493467876,7340,320,240,0,0
4358,US 70 @ 1800 East of NC 42 (Rose St.),http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=70_BUS_NC_42E.jpg,35.633712841,-78.437384854,7341,320,240,0,0
4359,I-40 & Reedy Creek Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Reedy_Creek_40.JPG,35.840499044593,-78.7821006774903,7342,320,240,0,0
4360,NC 147 & Briggs Ave.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Briggs_Frwy.JPG,35.9744637511915,-78.8723087310791,7343,320,240,0,0
4361,NC 147 & Glover Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Glover_Frwy.JPG,35.956401834731,-78.8638544082642,7344,320,240,0,0
4362,I-40/I-85 at mm 161,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=85_40_at_mm_161.JPG,36.07204,-79.15634,7345,320,240,0,0
4363,I-77 @ Remount Road,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077N0008-16_IMG.JPG,0.0,0.0,7346,320,240,0,0
4364,I-77 @ Wilkinson Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077S0009-25_IMG.JPG,0.0,0.0,7347,320,240,0,0
4365,I-77 @ Westinghouse Blvd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077N0000-86_IMG.JPG,0.0,0.0,7348,320,240,0,0
4366,I-85 @ Concord Mills Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0049-25_IMG.JPG,0.0,0.0,7349,320,240,1,0
4367,I-85 @ B. Smith Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085N0049-30_IMG.JPG,0.0,0.0,7350,320,240,0,0
4368,I-40/I-85,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=85_40_interchange.JPG,36.0591606239275,-79.1253805160522,7351,320,240,0,0
4369,I-85 & NC 86,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=85_NC_86.JPG,36.0589871578449,-79.082465171814,7352,320,240,0,0
4370,I-85 @ Sugar Creek Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0041-30_IMG.JPG,0.0,0.0,7353,320,240,0,0
4371,I-85 @ Graham Street,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0040-30_IMG.JPG,0.0,0.0,7354,320,240,0,0
4372,I-85 @ Statesville Ave.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0039-10_IMG.JPG,0.0,0.0,7355,320,240,0,0
4373,I-85 at mm 167.5,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=85_at_mm167.JPG,36.0509032143048,-79.0587759017944,7356,320,240,0,0
4374,I-540 & US 401,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US401_540.JPG,35.8618568169427,-78.548812866211,7357,320,240,0,0
4375,I-540 & US 64 Bus (Hodge Rd),http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=HODGE.jpg,35.7954688798868,-78.5150814056396,7358,320,240,0,0
4376,NC 540 & NC 54,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=NC_54_540.JPG,35.8612307751783,-78.845443725586,7359,320,240,0,0
4377,NC 540 & Davis Dr.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Davis_540.JPG,35.8515960645113,-78.862566947937,7360,320,240,0,0
4378,NC 540 (Toll) & NC 55,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=NC_55_540.JPG,35.8411600391087,-78.8867282867432,7361,320,240,0,0
4379,I-40 & Sunrise Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Sunrise_40.JPG,35.9692192742115,-79.0339708328247,7362,320,240,0,0
4380,I-40 & Erwin Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=erwin_40.JPG,35.9598756010662,-79.0124273300171,7363,320,240,0,0
4381,I-40 & Milhouse Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Milhouse_40.JPG,35.9867573842719,-79.075083732605,7364,320,240,0,0
4382,I-40 & Orange Grove Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Orange_Grove_40.JPG,36.0525339478812,-79.1220331192017,7365,320,240,0,0
4383,I-40 & NC 86,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=40_NC_86.JPG,35.9714421414328,-79.0628528594971,7366,320,240,0,0
4384,I-40 & Old NC 86,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=40_Old_NC_86.JPG,36.0368497485611,-79.0972280502319,7367,320,240,0,0
4385,I-40 & Hew Hope Church Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=New_Hope_Church_40.JPG,36.009533742814,-79.084095954895,7368,320,240,0,0
4386,I-540 & Neuse River,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Neuse_540.JPG,35.8542744228867,-78.5294580459595,7369,320,240,0,0
4387,I-540 & Buffalo Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Buffalo_540.JPG,35.8464477969417,-78.5223340988159,7370,320,240,0,0
4388,I-540 & Old Milburnie Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Old_Milburnie_540.JPG,35.8209102339037,-78.5161542892456,7371,320,240,0,0
4389,NC 54 (East Harden) & I-40/85,http://64.129.132.31/cameraimages/camera6.jpg,36.0633236951907,-79.3836236000061,7372,352,240,0,0
4390,I-40/85 & Huffman Mill,http://64.129.132.31/cameraimages/camera1.jpg,36.0673998223699,-79.4983148574829,7373,352,240,0,0
4391,University Drive & Boone Station,http://64.129.132.31/cameraimages/camera13.jpg,36.0682497116408,-79.5195364952087,7374,352,240,0,0
4392,US 70 (Church St) & Huffman Mill,http://64.129.132.31/cameraimages/camera2.jpg,36.0807368217497,-79.4828009605408,7375,352,240,0,0
4393,US 70 (Church St) & ONeal,http://64.129.132.31/cameraimages/camera8.jpg,36.0831299580903,-79.458886384964,7376,352,240,0,0
4394,NC 87 (E Webb) & Mebane St,http://64.129.132.31/cameraimages/camera7.jpg,36.0904823270597,-79.4318604469299,7377,352,240,0,0
4395,US 70 (Church St) & Graham Hopedale,http://64.129.132.31/cameraimages/camera9.jpg,36.0952679335694,-79.4058966636658,7378,352,240,0,0
4396,NC 87 (Main St.) & I-40/85,http://64.129.132.31/cameraimages/camera5.jpg,36.0597850986587,-79.4001030921936,7379,352,240,0,0
4397,NC 12 at Currituck Clubhouse Dr,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc12-currituckclubhouse.jpg,36.2877675838183,-75.800256729126,7380,640,480,0,0
4398,I-26 @ Long Shoals Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=I-26_Long_Shoals_Rd.jpg,0.0,0.0,7381,640,480,0,0
4399,I-40/85 at University Drive,http://64.129.132.31/cameraimages/camera10.jpg,36.0652663864001,-79.51580286026,7382,352,240,0,0
4400,US 70 (Church St) & Williamson Ave,http://64.129.132.31/cameraimages/camera11.jpg,36.0802859328353,-79.5135712623596,7383,352,240,0,0
4401,NC 62 (Alamance Road) & I-40/85,http://64.129.132.31/cameraimages/camera3.jpg,36.0650929337782,-79.4688963890076,7384,352,240,0,0
4402,NC 49 (Maple) & I-40/85,http://64.129.132.31/cameraimages/camera4.jpg,36.063774681354,-79.4309592247009,7385,352,240,0,0
4403,Clayton Bypass @ I-40,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=I-40_US_70.jpg,35.636002627,-78.565577576,7386,320,240,0,0
4404,I-40 WB @ NC 42,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=I-40_WB_NC_42.jpg,35.607079455,-78.563667182,7387,320,240,0,0
4405,NC 168 at S. Tulls Creek Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc168-tullscreek.jpg,36.4551172441494,-76.0290813446045,7388,640,480,0,0
4406,US 158 at Pasquotank River Br,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=us158-pasquotankriver.jpg,36.3012573416545,-76.2180376052856,7389,640,480,0,0
4407,NC 12 at Albacore St,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc12-albacore.jpg,36.326674005701,-75.8174657821655,7390,640,480,0,0
4408,NC 168 at VA State Line,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc168-vastateline.jpg,36.5496382742145,-76.1919021606445,7391,640,480,0,0
4409,NC 168 at Puddin Ridge Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc168-puddinridge.jpg,36.522156285121,-76.1751651763916,7392,640,480,0,0
4410,NC 168 at Moyock Commons,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc168-moyockcommons.jpg,36.5148789917872,-76.1670112609863,7393,640,480,0,0
4411,NC 168 at NC 34 (Sligo),http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc168-nc34.jpg,36.4523902915956,-76.0758590698242,7394,640,480,0,0
4412,I-77 @ West Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077S0008-91_IMG.JPG,0.0,0.0,7395,320,240,0,0
4413,I-77 @ John Belk Frwy.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077S0009-44_IMG.JPG,0.0,0.0,7396,320,240,0,0
4414,I-77 @ Trade Street,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077N0010-30_IMG.JPG,0.0,0.0,7397,320,240,0,0
4415,I-77 North of Sunset Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077N0016-14_IMG.JPG,0.0,0.0,7398,320,240,0,0
4416,I-77 @ I-485 North,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077N0019-51_IMG.JPG,0.0,0.0,7399,320,240,0,0
4417,I-77 South at Hambright,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077S0021-43_IMG.JPG,0.0,0.0,7400,320,240,0,0
4418,I-77 @ Mile Marker 22,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077S0022-18_IMG.JPG,0.0,0.0,7401,320,240,0,0
4419,I-77 @ Gilead Road,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077N0022-91_IMG.JPG,0.0,0.0,7402,320,240,0,0
4420,I-85 South of I-77,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0038-30_IMG.JPG,0.0,0.0,7403,320,240,0,0
4421,I-85 @ Beatties Ford Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0038-05_IMG.JPG,0.0,0.0,7404,320,240,0,0
4422,I-85 South @ Billy Graham Pkwy,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085N0033-30_IMG.JPG,0.0,0.0,7405,320,240,0,0
4423,I-85 North @ Billy Graham Pkwy,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0033-10_IMG.JPG,0.0,0.0,7406,320,240,0,0
4424,I-85 @ Little Rock Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0031-90_IMG.JPG,0.0,0.0,7407,320,240,0,0
4425,I-85 @ I-485 South,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0030-60_IMG.JPG,0.0,0.0,7408,320,240,0,0
4426,I-485 @ S. Tryon Street,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0001-30_IMG.JPG,0.0,0.0,7409,320,240,0,0
4427,I-40 & S. Saunders St,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=40_Saunders.JPG,35.7528859867632,-78.6489343643188,7410,320,240,0,0
4428,I-77 North @ Hambright,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0077N0021-35_IMG.JPG,0.0,0.0,7411,320,240,0,0
4429,I-40 & Jones Sausage Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Jones_Sausage_40.JPG,35.7227194718221,-78.5842609405518,7412,320,240,0,0
4430,I-85 South of US-29,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0042-21_IMG.JPG,0.0,0.0,7413,320,240,0,0
4431,I-85 @ Glenwood,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085S0035-00_IMG.JPG,0.0,0.0,7414,320,240,0,0
4432,I-85 @ Freedom Drive,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0085N0034-50_IMG.JPG,0.0,0.0,7415,320,240,0,0
4433,I-485 @ Dixie River Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0005-70_IMG.JPG,0.0,0.0,7416,320,240,0,0
4434,I-485 @ Airport,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0006-60_IMG.JPG,0.0,0.0,7417,320,240,0,0
4435,I-485 @ Walkers Ferry Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0007-70_IMG.JPG,0.0,0.0,7418,320,240,0,0
4436,I-485 @ Wildlife Road,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0011-35_IMG.JPG,0.0,0.0,7419,320,240,0,0
4437,I-485 @ Moores Chapel Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0011-85_IMG.JPG,0.0,0.0,7420,320,240,0,0
4438,I-485 @ Mt. Holly Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0012-80_IMG.JPG,0.0,0.0,7421,320,240,0,0
4439,I-485 North of Beatties Ford Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0019-10_IMG.JPG,0.0,0.0,7422,320,240,0,0
4440,I-485 @ Long Creek North,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0019-48_IMG.JPG,0.0,0.0,7423,320,240,0,0
4441,I-485 North of Harris Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0020-55_IMG.JPG,0.0,0.0,7424,320,240,0,0
4442,I-485 South of I-77,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0021-10_IMG.JPG,0.0,0.0,7425,320,240,0,0
4443,I-485 North of I-77,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0021-58_IMG.JPG,0.0,0.0,7426,320,240,0,0
4444,I-485 @ Univ. City Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0033-30_IMG.JPG,0.0,0.0,7427,320,240,0,0
4445,NC 147 & US 15-501,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=nc_147_15501.JPG,36.0165458700093,-78.9507150650024,7428,320,240,0,0
4446,I-85 at Orange County line,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=85_at_mm171.JPG,36.0380990470904,-78.9859056472778,7429,320,240,0,0
4447,I-485 @ Arrowood Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0002-60_IMG.JPG,0.0,0.0,7430,320,240,0,0
4448,I-485 @ NC-160,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0004-00_IMG.JPG,0.0,0.0,7431,320,240,0,0
4449,I-485 @ Wilkinson Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0009-00_IMG.JPG,0.0,0.0,7432,320,240,0,0
4450,I-485 South of I-85,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0010-85_IMG.JPG,0.0,0.0,7433,320,240,0,0
4451,I-485 @ Rhyne Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0012-30_IMG.JPG,0.0,0.0,7434,320,240,0,0
4452,I-485 North of Mt. Holly,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0013-37_IMG.JPG,0.0,0.0,7435,320,240,0,0
4453,I-485 @ Gum Branch Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0013-70_IMG.JPG,0.0,0.0,7436,320,240,0,0
4454,I-485 @ Long Creek South,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0014-25_IMG.JPG,0.0,0.0,7437,320,240,0,0
4455,I-485 @ Bellhaven Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0014-70_IMG.JPG,0.0,0.0,7438,320,240,0,0
4456,I-485 South of Brookshire Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0015-24_IMG.JPG,0.0,0.0,7439,320,240,0,0
4457,I-485 @ Brookshire Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0015-54_IMG.JPG,0.0,0.0,7440,320,240,0,0
4458,I-485 South of Oakdale Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0016-63_IMG.JPG,0.0,0.0,7441,320,240,0,0
4459,I-485 @ Oakdale Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0017-14_IMG.JPG,0.0,0.0,7442,320,240,0,0
4460,I-485 @ Golf Course Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0017-78_IMG.JPG,0.0,0.0,7443,320,240,0,0
4461,I-485 @ Alydar Ct.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485O0018-12_IMG.JPG,0.0,0.0,7444,320,240,0,0
4462,I-485 @ Harris Blvd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=0I0485I0020-15_IMG.JPG,0.0,0.0,7445,320,240,0,0
4463,I-40 & Trailwood Dr.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=40_Trailwood.JPG,35.7518411484895,-78.6946177482605,7446,320,240,0,0
4464,I-85 & NC 147,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=85_nc_147.JPG,36.0351839863604,-78.9692974090576,7447,320,240,0,0
4465,I-85 & US 70,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=85_US70.JPG,36.0132481651174,-78.8743257522583,7448,320,240,0,0
4466,US 70 & Cheek Rd.,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US70_Cheek.JPG,36.0053331104605,-78.8641548156738,7449,320,240,0,0
4467,I-540 & Lumley Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Lumley_540.JPG,35.8986802364292,-78.7845039367676,7450,320,240,0,0
4468,I-540 & Six Forks Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Six_Forks_540.JPG,35.9115765537617,-78.6511659622192,7451,320,240,0,0
4469,I-540 & Honeycutt Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Honeycutt_540.JPG,35.8997926700673,-78.6226272583008,7452,320,240,0,0
4470,I-540 & Gresham Lake Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Gresham_lk_540.JPG,35.8840085553366,-78.590784072876,7453,320,240,0,0
4471,I-540 & Capital Blvd (US 1),http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Capital_540.JPG,35.8753502928718,-78.5764932632446,7454,320,240,0,0
4472,I-540 & Triangle Town Ctr Blvd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=Triangle_Town_540.JPG,35.8736115718518,-78.5683822631836,7455,320,240,0,0
4473,I-40 @ Jamestown Rd,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=I40_Jamestown_Rd.jpg,0.0,0.0,7456,640,480,0,0
4474,US 70 (Arendell St) @ 23rd Street,http://tims.ncdot.gov/tims/cameras/viewimage.ashx?id=US70_23rd_St.jpg,34.7232374735028,-76.7340624332428,7457,640,480,0,0
4475,Oriental,http://wave.marineweather.net/iharborcam/oharbor.jpg,35.0275,-76.6887,7458,1024,768,1,0
4476,Fripp Island S.C.,http://www.dickens.com/Fripp/cam01.jpg,32.315695346315,-80.4966491153442,7459,1920,1080,1,0
4477,Myrtle Beach S.C.,http://98.101.204.124/record/current.jpg,33.6936,-78.8827,7460,1280,960,1,0
4478,Sebastian Inlet Fla.,http://video-monitoring.com/beachcams/sebastian/sstn/s1.jpg,27.8603,-80.4473,7461,300,225,0,0
4479,Beaufort,http://152.3.114.18/axis-cgi/jpg/image.cgi?resolution=640x480,34.7182,-76.6638,7462,640,480,1,0
4480,Punt Rd @ Swan St looking sth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23008.jpg,0.0,0.0,7463,352,288,0,0
4481,Bolte Bridge / Westgate Fwy looking nth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23013.jpg,0.0,0.0,7464,352,288,0,0
4482,St Kilda Rd @ Punt Rd looking south,http://d140me5by9z3by.cloudfront.net/cameras/cam_23033.jpg,0.0,0.0,7465,352,288,0,0
4483,West Gate Bridge West Tower looking east,http://d140me5by9z3by.cloudfront.net/cameras/cam_23014.jpg,0.0,0.0,7466,352,288,0,0
4484,Alexandra Parade @ Nicholson St looking east,http://d140me5by9z3by.cloudfront.net/cameras/cam_23022.jpg,0.0,0.0,7467,352,288,0,0
4485,Flemington Road / Church St looking SE,http://d140me5by9z3by.cloudfront.net/cameras/cam_23024.jpg,0.0,0.0,7468,352,288,0,0
4486,Racecourse Rd @ Boundary Rd looking West,http://d140me5by9z3by.cloudfront.net/cameras/cam_23032.jpg,0.0,0.0,7469,352,288,0,0
4487,Flemington Rd @ Elizabeth St looking NW,http://d140me5by9z3by.cloudfront.net/cameras/cam_23034.jpg,0.0,0.0,7470,352,288,0,0
4488,Tullamarine Fwy @ Bulla Rd looking west,http://d140me5by9z3by.cloudfront.net/cameras/cam_23003.jpg,0.0,0.0,7471,352,288,0,0
4489,Western Ring Rd @ Hume Hwy looking east,http://d140me5by9z3by.cloudfront.net/cameras/cam_23005.jpg,0.0,0.0,7472,352,288,0,0
4490,Tullamarine Fwy @ Mickleham Rd looking nth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23015.jpg,0.0,0.0,7473,352,288,0,0
4491,St Georges Rd @ Bell St looking sth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23037.jpg,0.0,0.0,7474,352,288,0,0
4492,Mt Alexander Rd / Puckle St looking Sth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23038.jpg,0.0,0.0,7475,352,288,0,0
4493,Eastern Fwy @ Yarra Bend Rd looking east,http://d140me5by9z3by.cloudfront.net/cameras/cam_23002.jpg,0.0,0.0,7476,352,288,0,0
4494,Eastern Fwy @ Bulleen Rd looking east,http://d140me5by9z3by.cloudfront.net/cameras/cam_23010.jpg,0.0,0.0,7477,352,288,0,0
4495,Princes Hwy @ Warrigal Rd looking west,http://d140me5by9z3by.cloudfront.net/cameras/cam_23017.jpg,0.0,0.0,7478,352,288,0,0
4496,M1 Monash Fwy @ Toorak Rd looking sth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23019.jpg,0.0,0.0,7479,352,288,0,0
4497,Springvale Rd @ Maroondah Hwy looking sth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23035.jpg,0.0,0.0,7480,512,288,0,0
4498,Riversdale Rd @ Burke Rd looking wst,http://d140me5by9z3by.cloudfront.net/cameras/cam_23039.jpg,0.0,0.0,7481,352,288,0,0
4499,M1 Monash Fwy @ Stephensons Rd looking east,http://d140me5by9z3by.cloudfront.net/cameras/cam_23001.jpg,0.0,0.0,7482,352,288,0,0
4500,Queens Rd @ Lorne St looking nth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23016.jpg,0.0,0.0,7483,352,288,0,0
4501,M1 Monash Fwy @ Wellington Rd looking nth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23018.jpg,0.0,0.0,7484,352,288,0,0
4502,M1 Monash Fwy @ South Gippsland Hwy looking NW,http://d140me5by9z3by.cloudfront.net/cameras/cam_23021.jpg,0.0,0.0,7485,352,288,0,0
4503,Nepean Hwy @ North Rd looking sth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23025.jpg,0.0,0.0,7486,352,288,0,0
4504,Beaconsfield Pde @ Kerford Rd looking SE,http://d140me5by9z3by.cloudfront.net/cameras/cam_23026.jpg,0.0,0.0,7487,352,288,0,0
4505,Princes Hwy @ Wattletree Rd looking west,http://d140me5by9z3by.cloudfront.net/cameras/cam_23030.jpg,0.0,0.0,7488,512,288,0,0
4506,Springvale Rd @ Ferntree Gully Rd looking nth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23031.jpg,0.0,0.0,7489,352,288,0,0
4507,Princes Fwy @ Dohertys Rd looking wst,http://d140me5by9z3by.cloudfront.net/cameras/cam_23006.jpg,0.0,0.0,7490,352,240,0,0
4508,Westgate Fwy @ Williamstown Rd looking east,http://d140me5by9z3by.cloudfront.net/cameras/cam_23009.jpg,0.0,0.0,7491,352,288,0,0
4509,Western Ring Rd @ Tilburn Rd looking Sth,http://d140me5by9z3by.cloudfront.net/cameras/cam_23023.jpg,0.0,0.0,7492,352,288,0,0
4510,Loch Sport Boat Club 2,http://www.loch-sport.net/uploads/lochsportcam/lsbccam2.jpg,0.0,0.0,7493,352,288,0,0
4511,Loch Sport Boat Cam 3,http://www.loch-sport.net/uploads/lochsportcam/lsbccam3.jpg,0.0,0.0,7494,352,288,1,0
